TransactionID,TransactionDate,PostingDate,MonthKey,AccountID,Amount,CurrencyCode,CategoryCode,DescriptionRaw,CounterpartyType,IsRecurringFlag
T000027,2024-02-24,2024-02-24,2024-02,MAIN_CHECKING,-44.57,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4752,MERCHANT,False
T000022,2024-02-25,2024-02-25,2024-02,MAIN_CHECKING,-106.81,EUR,GROCERIES,GROCERIES PURCHASE 7227,MERCHANT,False
T000018,2024-02-25,2024-02-26,2024-02,MAIN_CHECKING,3006.0,EUR,SALARY,SALARY 2024-02,EMPLOYER,True
T000021,2024-02-26,2024-02-27,2024-02,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-02,BANK,True
T000025,2024-02-28,2024-02-28,2024-02,MAIN_CHECKING,-117.39,EUR,GROCERIES,GROCERIES PURCHASE 3803,MERCHANT,False
T000036,2024-03-01,2024-03-02,2024-03,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-03,BANK,True
T000042,2024-03-02,2024-03-02,2024-03,MAIN_CHECKING,-107.55,EUR,GROCERIES,GROCERIES PURCHASE 2876,MERCHANT,False
T000040,2024-03-03,2024-03-04,2024-03,MAIN_CHECKING,-119.79,EUR,GROCERIES,GROCERIES PURCHASE 2040,MERCHANT,False
T000037,2024-03-05,2024-03-06,2024-03,MAIN_CHECKING,-121.2,EUR,UTILITIES,UTILITIES 2024-03,UTILITY_PROVIDER,True
T000047,2024-03-09,2024-03-09,2024-03,MAIN_CHECKING,-44.6,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3504,MERCHANT,False
T000039,2024-03-16,2024-03-16,2024-03,MAIN_CHECKING,-121.35,EUR,GROCERIES,GROCERIES PURCHASE 3621,MERCHANT,False
T000045,2024-03-18,2024-03-19,2024-03,MAIN_CHECKING,-45.54,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9201,MERCHANT,False
T000043,2024-03-22,2024-03-22,2024-03,MAIN_CHECKING,-42.93,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5808,MERCHANT,False
T000041,2024-03-25,2024-03-26,2024-03,MAIN_CHECKING,-110.57,EUR,GROCERIES,GROCERIES PURCHASE 9669,MERCHANT,False
T000035,2024-03-25,2024-03-26,2024-03,MAIN_CHECKING,3012.0,EUR,SALARY,SALARY 2024-03,EMPLOYER,True
T000050,2024-03-25,2024-03-25,2024-03,MAIN_CHECKING,-49.99,EUR,TRANSPORT,TRANSPORT PURCHASE 6947,MERCHANT,False
T000046,2024-03-25,2024-03-25,2024-03,MAIN_CHECKING,-43.94,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5889,MERCHANT,False
T000038,2024-03-26,2024-03-27,2024-03,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-03,BANK,True
T000048,2024-03-28,2024-03-28,2024-03,MAIN_CHECKING,-40.7,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9837,MERCHANT,False
T000044,2024-03-29,2024-03-30,2024-03,MAIN_CHECKING,-41.21,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1053,MERCHANT,False
T000051,2024-03-30,2024-03-31,2024-03,MAIN_CHECKING,-53.89,EUR,TRANSPORT,TRANSPORT PURCHASE 4923,MERCHANT,False
T000049,2024-03-31,2024-03-31,2024-03,MAIN_CHECKING,-50.4,EUR,TRANSPORT,TRANSPORT PURCHASE 6310,MERCHANT,False
T000053,2024-04-01,2024-04-02,2024-04,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-04,BANK,True
T000056,2024-04-02,2024-04-02,2024-04,MAIN_CHECKING,-123.66,EUR,GROCERIES,GROCERIES PURCHASE 8962,MERCHANT,False
T000066,2024-04-03,2024-04-04,2024-04,MAIN_CHECKING,-47.93,EUR,TRANSPORT,TRANSPORT PURCHASE 4510,MERCHANT,False
T000054,2024-04-05,2024-04-06,2024-04,MAIN_CHECKING,-121.8,EUR,UTILITIES,UTILITIES 2024-04,UTILITY_PROVIDER,True
T000065,2024-04-07,2024-04-07,2024-04,MAIN_CHECKING,-38.18,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6413,MERCHANT,False
T000068,2024-04-08,2024-04-09,2024-04,MAIN_CHECKING,-53.0,EUR,TRANSPORT,TRANSPORT PURCHASE 4119,MERCHANT,False
T000057,2024-04-08,2024-04-08,2024-04,MAIN_CHECKING,-120.69,EUR,GROCERIES,GROCERIES PURCHASE 3103,MERCHANT,False
T000067,2024-04-17,2024-04-18,2024-04,MAIN_CHECKING,-50.54,EUR,TRANSPORT,TRANSPORT PURCHASE 4981,MERCHANT,False
T000061,2024-04-18,2024-04-19,2024-04,MAIN_CHECKING,-41.27,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2982,MERCHANT,False
T000059,2024-04-19,2024-04-20,2024-04,MAIN_CHECKING,-114.14,EUR,GROCERIES,GROCERIES PURCHASE 4470,MERCHANT,False
T000064,2024-04-23,2024-04-23,2024-04,MAIN_CHECKING,-37.67,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4750,MERCHANT,False
T000063,2024-04-24,2024-04-24,2024-04,MAIN_CHECKING,-37.79,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4608,MERCHANT,False
T000052,2024-04-25,2024-04-26,2024-04,MAIN_CHECKING,3018.0,EUR,SALARY,SALARY 2024-04,EMPLOYER,True
T000062,2024-04-25,2024-04-25,2024-04,MAIN_CHECKING,-39.68,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6539,MERCHANT,False
T000055,2024-04-26,2024-04-27,2024-04,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-04,BANK,True
T000058,2024-04-29,2024-04-29,2024-04,MAIN_CHECKING,-117.14,EUR,GROCERIES,GROCERIES PURCHASE 5342,MERCHANT,False
T000060,2024-04-30,2024-05-01,2024-04,MAIN_CHECKING,-43.57,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7118,MERCHANT,False
T000070,2024-05-01,2024-05-02,2024-05,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-05,BANK,True
T000084,2024-05-01,2024-05-02,2024-05,MAIN_CHECKING,-49.43,EUR,TRANSPORT,TRANSPORT PURCHASE 3536,MERCHANT,False
T000073,2024-05-04,2024-05-05,2024-05,MAIN_CHECKING,-112.11,EUR,GROCERIES,GROCERIES PURCHASE 1887,MERCHANT,False
T000071,2024-05-05,2024-05-06,2024-05,MAIN_CHECKING,-122.4,EUR,UTILITIES,UTILITIES 2024-05,UTILITY_PROVIDER,True
T000078,2024-05-05,2024-05-05,2024-05,MAIN_CHECKING,-44.41,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1828,MERCHANT,False
T000080,2024-05-06,2024-05-06,2024-05,MAIN_CHECKING,-45.4,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3724,MERCHANT,False
T000081,2024-05-09,2024-05-10,2024-05,MAIN_CHECKING,-41.05,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4502,MERCHANT,False
T000085,2024-05-09,2024-05-09,2024-05,MAIN_CHECKING,-47.09,EUR,TRANSPORT,TRANSPORT PURCHASE 1958,MERCHANT,False
T000076,2024-05-12,2024-05-12,2024-05,MAIN_CHECKING,-108.13,EUR,GROCERIES,GROCERIES PURCHASE 9786,MERCHANT,False
T000083,2024-05-13,2024-05-14,2024-05,MAIN_CHECKING,-54.48,EUR,TRANSPORT,TRANSPORT PURCHASE 5673,MERCHANT,False
T000075,2024-05-14,2024-05-15,2024-05,MAIN_CHECKING,-111.63,EUR,GROCERIES,GROCERIES PURCHASE 2790,MERCHANT,False
T000079,2024-05-14,2024-05-14,2024-05,MAIN_CHECKING,-43.11,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2528,MERCHANT,False
T000077,2024-05-15,2024-05-15,2024-05,MAIN_CHECKING,-39.74,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8260,MERCHANT,False
T000074,2024-05-22,2024-05-22,2024-05,MAIN_CHECKING,-117.8,EUR,GROCERIES,GROCERIES PURCHASE 1993,MERCHANT,False
T000069,2024-05-25,2024-05-26,2024-05,MAIN_CHECKING,3024.0,EUR,SALARY,SALARY 2024-05,EMPLOYER,True
T000072,2024-05-26,2024-05-27,2024-05,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-05,BANK,True
T000082,2024-05-31,2024-05-31,2024-05,MAIN_CHECKING,-44.88,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3697,MERCHANT,False
T000087,2024-06-01,2024-06-02,2024-06,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-06,BANK,True
T000093,2024-06-02,2024-06-02,2024-06,MAIN_CHECKING,-104.33,EUR,GROCERIES,GROCERIES PURCHASE 4853,MERCHANT,False
T000095,2024-06-04,2024-06-05,2024-06,MAIN_CHECKING,-43.19,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5272,MERCHANT,False
T000088,2024-06-05,2024-06-06,2024-06,MAIN_CHECKING,-123.0,EUR,UTILITIES,UTILITIES 2024-06,UTILITY_PROVIDER,True
T000101,2024-06-07,2024-06-08,2024-06,MAIN_CHECKING,-54.06,EUR,TRANSPORT,TRANSPORT PURCHASE 5669,MERCHANT,False
T000097,2024-06-08,2024-06-08,2024-06,MAIN_CHECKING,-39.91,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5915,MERCHANT,False
T000094,2024-06-13,2024-06-13,2024-06,MAIN_CHECKING,-38.02,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7868,MERCHANT,False
T000102,2024-06-17,2024-06-18,2024-06,MAIN_CHECKING,-46.81,EUR,TRANSPORT,TRANSPORT PURCHASE 9666,MERCHANT,False
T000100,2024-06-18,2024-06-19,2024-06,MAIN_CHECKING,-47.89,EUR,TRANSPORT,TRANSPORT PURCHASE 2127,MERCHANT,False
T000092,2024-06-18,2024-06-18,2024-06,MAIN_CHECKING,-124.71,EUR,GROCERIES,GROCERIES PURCHASE 4044,MERCHANT,False
T000096,2024-06-19,2024-06-20,2024-06,MAIN_CHECKING,-39.4,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4910,MERCHANT,False
T000090,2024-06-19,2024-06-19,2024-06,MAIN_CHECKING,-119.85,EUR,GROCERIES,GROCERIES PURCHASE 1821,MERCHANT,False
T000099,2024-06-20,2024-06-20,2024-06,MAIN_CHECKING,-41.53,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2200,MERCHANT,False
T000091,2024-06-24,2024-06-24,2024-06,MAIN_CHECKING,-116.11,EUR,GROCERIES,GROCERIES PURCHASE 1931,MERCHANT,False
T000086,2024-06-25,2024-06-26,2024-06,MAIN_CHECKING,3030.0,EUR,SALARY,SALARY 2024-06,EMPLOYER,True
T000089,2024-06-26,2024-06-27,2024-06,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-06,BANK,True
T000098,2024-06-28,2024-06-28,2024-06,MAIN_CHECKING,-41.52,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1152,MERCHANT,False
T000107,2024-07-01,2024-07-01,2024-07,MAIN_CHECKING,-109.93,EUR,GROCERIES,GROCERIES PURCHASE 3200,MERCHANT,False
T000104,2024-07-01,2024-07-02,2024-07,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-07,BANK,True
T000115,2024-07-02,2024-07-02,2024-07,MAIN_CHECKING,-45.65,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9938,MERCHANT,False
T000119,2024-07-02,2024-07-03,2024-07,MAIN_CHECKING,-48.83,EUR,TRANSPORT,TRANSPORT PURCHASE 3532,MERCHANT,False
T000116,2024-07-03,2024-07-04,2024-07,MAIN_CHECKING,-38.03,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3426,MERCHANT,False
T000118,2024-07-05,2024-07-05,2024-07,MAIN_CHECKING,-47.38,EUR,TRANSPORT,TRANSPORT PURCHASE 2684,MERCHANT,False
T000105,2024-07-05,2024-07-06,2024-07,MAIN_CHECKING,-123.6,EUR,UTILITIES,UTILITIES 2024-07,UTILITY_PROVIDER,True
T000112,2024-07-09,2024-07-09,2024-07,MAIN_CHECKING,-37.75,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5291,MERCHANT,False
T000410,2024-07-10,2024-07-11,2024-07,MAIN_CHECKING,-1800.0,EUR,TRAVEL,VACATION EXPENSE,MERCHANT,False
T000117,2024-07-14,2024-07-14,2024-07,MAIN_CHECKING,-48.37,EUR,TRANSPORT,TRANSPORT PURCHASE 6862,MERCHANT,False
T000111,2024-07-16,2024-07-17,2024-07,MAIN_CHECKING,-43.04,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1722,MERCHANT,False
T000110,2024-07-18,2024-07-19,2024-07,MAIN_CHECKING,-107.74,EUR,GROCERIES,GROCERIES PURCHASE 9280,MERCHANT,False
T000108,2024-07-22,2024-07-22,2024-07,MAIN_CHECKING,-109.13,EUR,GROCERIES,GROCERIES PURCHASE 3546,MERCHANT,False
T000103,2024-07-25,2024-07-26,2024-07,MAIN_CHECKING,3036.0,EUR,SALARY,SALARY 2024-07,EMPLOYER,True
T000106,2024-07-26,2024-07-27,2024-07,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-07,BANK,True
T000109,2024-07-27,2024-07-27,2024-07,MAIN_CHECKING,-109.31,EUR,GROCERIES,GROCERIES PURCHASE 6617,MERCHANT,False
T000114,2024-07-28,2024-07-28,2024-07,MAIN_CHECKING,-42.43,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2232,MERCHANT,False
T000113,2024-07-29,2024-07-30,2024-07,MAIN_CHECKING,-39.08,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8007,MERCHANT,False
T000121,2024-08-01,2024-08-02,2024-08,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-08,BANK,True
T000129,2024-08-02,2024-08-02,2024-08,MAIN_CHECKING,-40.32,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4652,MERCHANT,False
T000122,2024-08-05,2024-08-06,2024-08,MAIN_CHECKING,-124.2,EUR,UTILITIES,UTILITIES 2024-08,UTILITY_PROVIDER,True
T000136,2024-08-06,2024-08-07,2024-08,MAIN_CHECKING,-52.65,EUR,TRANSPORT,TRANSPORT PURCHASE 8149,MERCHANT,False
T000127,2024-08-06,2024-08-06,2024-08,MAIN_CHECKING,-107.03,EUR,GROCERIES,GROCERIES PURCHASE 7267,MERCHANT,False
T000133,2024-08-07,2024-08-07,2024-08,MAIN_CHECKING,-40.54,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2889,MERCHANT,False
T000132,2024-08-08,2024-08-09,2024-08,MAIN_CHECKING,-40.71,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9785,MERCHANT,False
T000125,2024-08-08,2024-08-09,2024-08,MAIN_CHECKING,-103.95,EUR,GROCERIES,GROCERIES PURCHASE 7745,MERCHANT,False
T000135,2024-08-09,2024-08-10,2024-08,MAIN_CHECKING,-46.41,EUR,TRANSPORT,TRANSPORT PURCHASE 6663,MERCHANT,False
T000409,2024-08-15,2024-08-15,2024-08,MAIN_CHECKING,5000.0,EUR,ONE_TIME_LARGE,TAX REFUND,EXTERNAL,False
T000131,2024-08-16,2024-08-16,2024-08,MAIN_CHECKING,-40.52,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5573,MERCHANT,False
T000120,2024-08-25,2024-08-26,2024-08,MAIN_CHECKING,3042.0,EUR,SALARY,SALARY 2024-08,EMPLOYER,True
T000123,2024-08-26,2024-08-27,2024-08,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-08,BANK,True
T000128,2024-08-28,2024-08-29,2024-08,MAIN_CHECKING,-44.62,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6728,MERCHANT,False
T000126,2024-08-28,2024-08-28,2024-08,MAIN_CHECKING,-121.81,EUR,GROCERIES,GROCERIES PURCHASE 5371,MERCHANT,False
T000134,2024-08-29,2024-08-30,2024-08,MAIN_CHECKING,-51.16,EUR,TRANSPORT,TRANSPORT PURCHASE 1626,MERCHANT,False
T000124,2024-08-30,2024-08-30,2024-08,MAIN_CHECKING,-125.8,EUR,GROCERIES,GROCERIES PURCHASE 7755,MERCHANT,False
T000130,2024-08-31,2024-08-31,2024-08,MAIN_CHECKING,-37.96,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7528,MERCHANT,False
T000138,2024-09-01,2024-09-02,2024-09,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-09,BANK,True
T000147,2024-09-04,2024-09-05,2024-09,MAIN_CHECKING,-39.41,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3851,MERCHANT,False
T000143,2024-09-04,2024-09-04,2024-09,MAIN_CHECKING,-115.66,EUR,GROCERIES,GROCERIES PURCHASE 6967,MERCHANT,False
T000139,2024-09-05,2024-09-06,2024-09,MAIN_CHECKING,-124.8,EUR,UTILITIES,UTILITIES 2024-09,UTILITY_PROVIDER,True
T000153,2024-09-07,2024-09-07,2024-09,MAIN_CHECKING,-53.61,EUR,TRANSPORT,TRANSPORT PURCHASE 6085,MERCHANT,False
T000149,2024-09-10,2024-09-10,2024-09,MAIN_CHECKING,-42.4,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5978,MERCHANT,False
T000144,2024-09-13,2024-09-14,2024-09,MAIN_CHECKING,-113.62,EUR,GROCERIES,GROCERIES PURCHASE 6143,MERCHANT,False
T000151,2024-09-15,2024-09-15,2024-09,MAIN_CHECKING,-50.51,EUR,TRANSPORT,TRANSPORT PURCHASE 2389,MERCHANT,False
T000142,2024-09-17,2024-09-18,2024-09,MAIN_CHECKING,-104.7,EUR,GROCERIES,GROCERIES PURCHASE 1027,MERCHANT,False
T000150,2024-09-17,2024-09-18,2024-09,MAIN_CHECKING,-40.21,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6279,MERCHANT,False
T000141,2024-09-20,2024-09-20,2024-09,MAIN_CHECKING,-124.4,EUR,GROCERIES,GROCERIES PURCHASE 5173,MERCHANT,False
T000145,2024-09-22,2024-09-23,2024-09,MAIN_CHECKING,-40.4,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6344,MERCHANT,False
T000152,2024-09-22,2024-09-23,2024-09,MAIN_CHECKING,-48.22,EUR,TRANSPORT,TRANSPORT PURCHASE 2530,MERCHANT,False
T000148,2024-09-24,2024-09-25,2024-09,MAIN_CHECKING,-42.97,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7653,MERCHANT,False
T000137,2024-09-25,2024-09-26,2024-09,MAIN_CHECKING,3048.0,EUR,SALARY,SALARY 2024-09,EMPLOYER,True
T000140,2024-09-26,2024-09-27,2024-09,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-09,BANK,True
T000146,2024-09-28,2024-09-29,2024-09,MAIN_CHECKING,-41.18,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3085,MERCHANT,False
T000155,2024-10-01,2024-10-02,2024-10,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-10,BANK,True
T000164,2024-10-01,2024-10-01,2024-10,MAIN_CHECKING,-42.52,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8478,MERCHANT,False
T000167,2024-10-04,2024-10-05,2024-10,MAIN_CHECKING,-42.99,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9976,MERCHANT,False
T000161,2024-10-05,2024-10-05,2024-10,MAIN_CHECKING,-115.41,EUR,GROCERIES,GROCERIES PURCHASE 3417,MERCHANT,False
T000156,2024-10-05,2024-10-06,2024-10,MAIN_CHECKING,-125.4,EUR,UTILITIES,UTILITIES 2024-10,UTILITY_PROVIDER,True
T000170,2024-10-06,2024-10-07,2024-10,MAIN_CHECKING,-53.13,EUR,TRANSPORT,TRANSPORT PURCHASE 4919,MERCHANT,False
T000160,2024-10-07,2024-10-07,2024-10,MAIN_CHECKING,-113.56,EUR,GROCERIES,GROCERIES PURCHASE 7291,MERCHANT,False
T000158,2024-10-08,2024-10-08,2024-10,MAIN_CHECKING,-104.55,EUR,GROCERIES,GROCERIES PURCHASE 8784,MERCHANT,False
T000168,2024-10-15,2024-10-16,2024-10,MAIN_CHECKING,-52.91,EUR,TRANSPORT,TRANSPORT PURCHASE 8373,MERCHANT,False
T000162,2024-10-21,2024-10-21,2024-10,MAIN_CHECKING,-44.38,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3881,MERCHANT,False
T000163,2024-10-23,2024-10-24,2024-10,MAIN_CHECKING,-44.6,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1822,MERCHANT,False
T000165,2024-10-25,2024-10-26,2024-10,MAIN_CHECKING,-38.96,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9702,MERCHANT,False
T000154,2024-10-25,2024-10-26,2024-10,MAIN_CHECKING,3054.0,EUR,SALARY,SALARY 2024-10,EMPLOYER,True
T000159,2024-10-26,2024-10-26,2024-10,MAIN_CHECKING,-118.11,EUR,GROCERIES,GROCERIES PURCHASE 8461,MERCHANT,False
T000157,2024-10-26,2024-10-27,2024-10,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-10,BANK,True
T000166,2024-10-28,2024-10-29,2024-10,MAIN_CHECKING,-46.14,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8251,MERCHANT,False
T000169,2024-10-29,2024-10-29,2024-10,MAIN_CHECKING,-48.02,EUR,TRANSPORT,TRANSPORT PURCHASE 5543,MERCHANT,False
T000172,2024-11-01,2024-11-02,2024-11,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-11,BANK,True
T000185,2024-11-01,2024-11-02,2024-11,MAIN_CHECKING,-52.21,EUR,TRANSPORT,TRANSPORT PURCHASE 3704,MERCHANT,False
T000184,2024-11-02,2024-11-03,2024-11,MAIN_CHECKING,-39.72,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8956,MERCHANT,False
